도메인,시스템,모듈러시스템,부품,사양,단가,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10
,,,부품10,사양A,394,공용,-,-,신규,-,-,-,신규,-,공용
,,,부품10,사양B,81,-,-,-,공용,-,-,신규,-,신규,-
샤시,시스템20,모듈러100,부품01,사양A,208,-,신규,-,-,공용,공용,-,-,-,공용
,,,부품01,사양B,66,-,공용,-,공용,신규,-,-,신규,-,공용
,,,부품02,사양A,104,-,신규,-,-,-,-,-,신규,-,-
,,,부품03,사양A,174,공용,-,신규,-,신규,공용,신규,-,공용,신규
,,,부품04,사양A,94,-,신규,신규,공용,공용,-,-,-,-,-
,,,부품05,사양A,240,공용,공용,-,공용,-,공용,신규,-,-,-
,,,부품05,사양B,469,-,공용,신규,신규,-,-,공용,-,신규,신규
,,,부품06,사양A,19,-,-,공용,-,-,-,-,신규,공용,-
,,,부품07,사양A,23,-,-,-,공용,-,-,-,-,공용,-
,,,부품07,사양B,407,-,-,공용,공용,-,-,-,-,-,-
,,,부품08,사양A,250,신규,신규,-,신규,-,-,-,-,-,-
,,,부품09,사양A,305,신규,-,-,-,공용,-,공용,-,공용,공용
,,,부품10,사양A,14,-,-,-,-,-,-,-,-,-,신규
